rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/0878835,David Edelstein,True,New York Magazine/Vulture,Fresh,,2010-04-26,An engagingly high-strung comedy about lack of empathy and the gnawing guilt that can attend it.
m/0878835,J. Hoberman,True,Village Voice,Fresh,,2010-04-27,Holofcener's humorous interest in yupscale entitlem.ent and its discontents mark her as a descendant of Woody Allen
m/0878835,Armond White,False,New York Press,Fresh,,2010-04-28,"Please Give is specific about its middle-class, white, Manhattan characters but it's also universal in the way one social class' anxieties are understood rather than simply celebrated."
m/0878835,Frederic and Mary Ann Brussat,False,Spirituality & Practice,Fresh,5/5,2010-04-28,One of the best movies ever about guilt as the guardian of our goodness and a sign of our yearning to belong to the larger world.
m/0878835,Joshua Rothkopf,True,Time Out,Fresh,3/5,2010-04-28,"[Holofcener] has real sympathy -- characters that might have been brittle, mockable creations in another writer-director's hands gain resonance here."
m/0878835,Rex Reed,True,Observer,Rotten,,2010-04-28,"At a time when every penny counts, where do they come up with the money to finance a movie this boring?"
m/0878835,Elizabeth Weitzman,True,New York Daily News,Fresh,4/5,2010-04-29,"Such fine-tuned observation requires the ideal interpreter. Keener has always been Holofcener's muse, and once again offers the sort of fully crafted portrait that reminds us how shallow most movies really are."
m/0878835,Kenneth Turan,True,Los Angeles Times,Fresh,4/5,2010-04-29,"With her new film, the poignant and funny Please Give, Holofcener is at the top of her game."
m/0878835,Claudia Puig,True,USA Today,Fresh,,2010-04-29,"Sometimes -- and far too rarely -- a film will hit all the right notes, with sharp, original dialogue, brilliant casting and an absorbing story. So caught up in its spell, you dread seeing the credits roll. Please Give is that movie."
m/0878835,Geoff Berkshire,False,Metromix.com,Fresh,4/5,2010-04-29,"Listening to the banter in Please Give feels like eavesdropping on natural conversations, shaped and selected by a skilled storyteller."
m/0878835,Laura Clifford,False,Reeling Reviews,Fresh,B+,2010-04-29,"With the romantic notion of the deceased 'haunting' their furniture..., the director at once adds some ethereal spirituality and an earthbound connection between people and their possessions."
m/0878835,Jesse Hassenger,False,Filmcritic.com,Fresh,3.5/5,2010-04-29,"Keener, Peet, and Hall are so strong, so empathetic even at their weakes"
m/0878835,Noel Murray,True,AV Club,Fresh,A-,2010-04-29,Some people might find it distasteful to make a movie about guilty rich folks who give themselves permission to splurge. Others will rightly appreciate the honesty.
m/0878835,Marshall Fine,False,Hollywood & Fine,Fresh,,2010-04-29,Holofcener's deliciously understated film takes a miniaturist's pleasure in getting the details right.
m/0878835,Richard Roeper,True,Ebert & Roeper,Fresh,4.5/5,2010-04-30,"One of the best movies of the year so far. An insightful, darkly funny and multi-layered character study about class and family."
m/0878835,Manohla Dargis,True,New York Times,Fresh,3/5,2010-04-30,"Few American filmmakers create female characters as realistically funny, attractively imperfect and flat-out annoying as does Ms. Holofcener."
m/0878835,Frank Swietek,False,One Guy's Opinion,Fresh,B-,2010-04-30,"Hardly a treasure, but it offers some modest rewards."
m/0878835,Kyle Smith,True,New York Post,Rotten,2/4,2010-04-30,Two possible ways of regarding Please Give: It's shallow. Or maybe it's deeply shallow.
m/0878835,Cynthia Fuchs,False,PopMatters,Fresh,,2010-04-30,"If giving is always a relationship, giving also entails taking, whether in business, romance or family interactions."
m/0878835,Mary F. Pols,True,TIME Magazine,Fresh,,2010-04-30,"Please Give is Holofcener's best movie to date. The slender plot presents itself without fuss, a slice of Manhattan life, a la Woody Allen's early, most engaging work."
m/0878835,Joe Morgenstern,True,Wall Street Journal,Fresh,,2010-04-30,"This gorgeous film, always tender and sometimes dark, is a deeply resonant comic drama that's concerned with nothing less than life, death, love, sex, guilt and the urban logic of mortality."
m/0878835,,False,National Post,Rotten,2.5/4,2010-04-30,
m/0878835,Avi Offer,False,NYC Movie Guru,Rotten,5.78/10,2010-05-01,"Fleetingly amusing, charming and harmless with a terrific cast, but often meanders, lacks bite, and unevenly juggles comedy, drama and romance."
m/0878835,Annlee Ellingson,False,Moving Pictures Magazine,Fresh,,2010-05-01,"Holofcener's touch isn't light, but it is funny in its exploration of materialism and guilt, vanity and aging."
m/0878835,Michael Phillips,True,At the Movies,Rotten,,2010-05-03,"[Although] I think Holofcener's work is always interesting, I think this is the least satisfying of all her films I've seen."
m/0878835,A.O. Scott,True,At the Movies,Fresh,,2010-05-03,"Brutally honest about the way people behave, and often devastatingly funny in its observations."
m/0878835,Kelly Vance,False,East Bay Express,Fresh,,2010-05-05,Don't be put off by the bitchy-familiar chick-flick wrapper. This one's a keeper.
m/0878835,Peter Keough,False,Boston Phoenix,Fresh,3.5/4,2010-05-05,Funny and heartbreaking.
m/0878835,James Verniere,False,Boston Herald,Fresh,A,2010-05-06,"Forget the dreaded ""Sex and the City 2."" Holofcener's wonderful new film about mammograms, marriage, infidelity, child-rearing and waiting for the old lady next door to die so you can buy her sprawling, pre-WWII apartment is the most sophisticated America"
m/0878835,Ty Burr,True,Boston Globe,Fresh,3.5/4,2010-05-06,"Please Give is a moral comedy that feels at times like one of the late Eric Rohmer's deceptively breezy miniatures, or a mid-period Woody Allen movie - the fussiness."
m/0878835,Amy Nicholson,True,I.E. Weekly,Fresh,A,2010-05-06,"In its casual, disarming way, it's as deep and as grand a film as you'll find"
m/0878835,Josh Larsen,False,LarsenOnFilm,Fresh,3.5/4,2010-05-06,Holofcener explores the contemporary female experience with a camera that is at once empathetic and merciless.
m/0878835,J. R. Jones,True,Chicago Reader,Fresh,,2010-05-06,This is one of those rare movies that made me want to thank the person who did it.
m/0878835,Roger Ebert,True,Chicago Sun-Times,Fresh,3.5/4,2010-05-06,"The movie is about imperfect characters in a difficult world, who mostly do the best they can under the circumstances, but not always. Do you realize what a revolutionary approach that is for a movie these days?"
m/0878835,Liz Braun,False,Jam! Movies,Fresh,4/5,2010-05-07,"It's a wonderful movie full of people you wish you knew in real life, and like most of Holofcener's movies, it's a remarkable combination of comedy and tragedy."
m/0878835,Liam Lacey,True,Globe and Mail,Fresh,3/4,2010-05-07,"Please Give is a series of such set-piece scenes, a breezy, though not negligible, exploration of the contest between avarice and empathy."
m/0878835,Peter Rainer,True,Christian Science Monitor,Rotten,C+,2010-05-07,Only Rebecca Hall comes through with a genuineness that rises above Holofcener's doodlings.
m/0878835,Brian Tallerico,False,HollywoodChicago.com,Fresh,4/5,2010-05-07,"Please Give proves that a film can be a spectacularly rewarding experience by just providing time spent with well-written, believable adult characters."
m/0878835,Peter Sobczynski,False,eFilmCritic.com,Fresh,4/5,2010-05-07,It recognizes that a film about unpleasant people need not be unpleasant itself as long as it remembers not to make them uninteresting as well.
m/0878835,Alison Gang,False,San Diego Union-Tribune,Fresh,3/4,2010-05-07,"As she has in four previous films, Holofcener smartly relies on Keener's talent to create a layered character who is neurotic and often inappropriate, but still good at her core."
m/0878835,Mick LaSalle,True,San Francisco Chronicle,Rotten,2/4,2010-05-07,"Far from challenging, the film consoles the complacent, saying basically that you can do whatever you want, so long as you feel (or pretend to feel) a little guilty about it."
m/0878835,David Kaplan,False,Kaplan vs. Kaplan,Fresh,,2010-05-07,"Holofcener has sprinkled in quite a lot of humor, without which the film may have been too overbearing. But it's not, and we enjoy the characters, partly because, in this 90 minute effort, they don't wear out their welcome."
m/0878835,Peter Howell,True,Toronto Star,Rotten,1.5/4,2010-05-07,"Yet another ramble through the tiny world of the affluent and the idle, a particular fascination of Holofcener's. The only difference this time is the increased emphasis on morbidity."
m/0878835,Jeanne Kaplan,False,Kaplan vs. Kaplan,Fresh,,2010-05-07,"While Holofcener's scenes are profoundly accurate and wildly amusing, they hit home like a sledge hammer to those of us who share these feelings."
m/0878835,Tim Brayton,False,Antagony & Ecstasy,Fresh,9/10,2010-05-12,The combination of good-nature and light snark [make] Please Give maybe the strongest film of Holofcener's career.
m/0878835,Sam Adams,False,Philadelphia City Paper,Rotten,,2010-05-12,"There's nothing wrong with asking audiences to make up their own minds, but Please Give doesn't even ask."
m/0878835,Carrie Rickey,True,Philadelphia Inquirer,Fresh,3/4,2010-05-13,Some filmmakers make movies that hold up a mirror to nature. Nicole Holofcener makes seriocomedies that hold up a magnifying glass to human nature.
m/0878835,Jason Anderson,False,eye WEEKLY,Fresh,4/5,2010-05-13,The film's premise yields a story that's insightful and engaging while touching on many other matters of love and money.
m/0878835,Tricia Olszewski,False,Washington City Paper,Fresh,,2010-05-14,The characters and their varying viewpoints on the haves and have-nots are entertaining and thought-provoking.
m/0878835,Peter Travers,True,Rolling Stone,Fresh,3.5/4,2010-05-14,There's no movie around right now with a subject more pertinent. It'll hit you hard.
m/0878835,Ann Hornaday,True,Washington Post,Fresh,3.5/4,2010-05-14,Please Give is one of those movies that can be enjoyed simply for its funny portraits of human foibles and fumbling grasps at intimacy -- but it's also deceivingly profound.
m/0878835,Chris Hewitt,False,St. Paul Pioneer Press,Fresh,3.5/4,2010-05-14,"It's a movie about guilt and family and what we mean when we say something is valuable, all of which are great subjects."
m/0878835,Jeff Meyers,False,"Metro Times (Detroit, MI)",Fresh,B+,2010-06-02,A funny and pointed take of class anxieties from the Woody Allen school
m/0878835,Sean Burns,False,Philadelphia Weekly,Fresh,,2010-06-02,"Nobody loves messy, human imperfections quite like writer-director Nicole Holofcener."
m/0878835,Shawn Levy,False,Oregonian,Fresh,B+,2010-06-03,"There are laughs and moments of pain and many instances of embarrassing (and deeply human) behavior throughout, but there's also delicacy and grace..."
m/0878835,Chris Vognar,True,Dallas Morning News,Fresh,4.5/5,2010-06-04,"Nicole Holofcener is frequently lauded for writing vivid female characters, but such praise doesn't really do justice to her full game."
m/0878835,Boo Allen,False,Denton Record-Chronicle,Fresh,4/5,2010-06-04,"Touching, intelligent and full of charm and wit."
m/0878835,Bill Goodykoontz,True,Arizona Republic,Fresh,4.5/5,2010-06-04,"Please Give is an almost perfectly rendered slice of life, buoyant with wonderful performances."
m/0878835,Kimberly Gadette,False,Indie Movies Online,Fresh,8.5/10,2010-06-04,"While the characters contend with their precarious self-images, we can't help but reflect on ourselves as well. To borrow a cautionary phrase about that mirror: 'Objects may appear closer than they are.'"
m/0878835,David Nusair,False,Reel Film Reviews,Fresh,4/4,2010-06-06,A tremendous leap forward for filmmaker Nicole Holofcener...
m/0878835,Jason Zingale,False,Bullz-Eye.com,Fresh,3.5/5,2010-06-09,"[The script is] sharp and witty, but never forced, and features some of the best pure dialogue you'll hear this year."
m/0878835,Steve Ramos,False,Milwaukee Journal Sentinel,Fresh,3/4,2010-06-10,"In Please Give, Keener is at her best. Let's hope her creative partnership with Holofcener continues."
m/0878835,Connie Ogle,True,Miami Herald,Fresh,3.5/4,2010-06-10,"While Please Give is a film about conscience, it's also slyly funny, with piercing moments of insight and warmth."
m/0878835,Calvin Wilson,True,St. Louis Post-Dispatch,Fresh,4/4,2010-06-10,"In a Holofcener film, the usual rules of screenwriting do not apply, which lends her work a lifelike quality that's particularly refreshing in this era of formulaic remakes and sequels."
